Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Subflow Fwd Bytes,Subflow Bwd Bytes,Active Mean,Active Std,Idle Mean,Idle Std,Label,Traffic Type,Cluster
1441.0,1.0,1.0,0.0,0.0,0.0,1387.9250520471894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1442.0,2.0,0.0,0.0,0.0,0.0,1386.9625520110958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1443.0,1.0,1.0,0.0,0.0,0.0,1386.001386001386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1443.0,2.0,0.0,0.0,0.0,0.0,1386.001386001386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1445.0,1.0,1.0,0.0,0.0,0.0,1384.0830449826988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1446.0,2.0,0.0,0.0,0.0,0.0,1383.1258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1447.0,1.0,1.0,0.0,0.0,0.0,1382.17000691085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1447.0,1.0,1.0,0.0,0.0,0.0,1382.17000691085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1449.0,1.0,1.0,0.0,0.0,0.0,1380.2622498274673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1380.0,2.0,0.0,0.0,0.0,0.0,1449.2753623188407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1450.0,1.0,1.0,0.0,0.0,0.0,1379.3103448275865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1451.0,1.0,1.0,0.0,0.0,0.0,1378.3597518952447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1377.0,1.0,1.0,0.0,0.0,0.0,1452.4328249818443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1454.0,2.0,0.0,0.0,0.0,0.0,1375.515818431912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1375.0,2.0,0.0,0.0,0.0,0.0,1454.5454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1455.0,2.0,0.0,0.0,0.0,0.0,1374.5704467353953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1374.0,1.0,1.0,0.0,0.0,0.0,1455.604075691412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1374.0,2.0,0.0,0.0,0.0,0.0,1455.604075691412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1372.0,2.0,0.0,0.0,0.0,0.0,1457.725947521866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1458.0,2.0,0.0,0.0,0.0,0.0,1371.7421124828531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1371.0,2.0,0.0,0.0,0.0,0.0,1458.7892049598834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1371.0,2.0,0.0,0.0,0.0,0.0,1458.7892049598834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1459.0,1.0,1.0,0.0,0.0,0.0,1370.8019191226867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1369.0,1.0,1.0,0.0,0.0,0.0,1460.920379839299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1462.0,2.0,0.0,0.0,0.0,0.0,1367.9890560875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1462.0,2.0,0.0,0.0,0.0,0.0,1367.9890560875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1367.0,1.0,1.0,0.0,0.0,0.0,1463.057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1367.0,2.0,0.0,0.0,0.0,0.0,1463.057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1367.0,2.0,0.0,0.0,0.0,0.0,1463.057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1367.0,2.0,0.0,0.0,0.0,0.0,1463.057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1367.0,2.0,0.0,0.0,0.0,0.0,1463.057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1366.0,2.0,0.0,0.0,0.0,0.0,1464.1288433382138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1365.0,2.0,0.0,0.0,0.0,0.0,1465.2014652014652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1365.0,2.0,0.0,0.0,0.0,0.0,1465.2014652014652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1465.0,1.0,1.0,0.0,0.0,0.0,1365.1877133105802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1465.0,2.0,0.0,0.0,0.0,0.0,1365.1877133105802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1466.0,1.0,1.0,0.0,0.0,0.0,1364.256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1466.0,1.0,1.0,0.0,0.0,0.0,1364.256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1466.0,2.0,0.0,0.0,0.0,0.0,1364.256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1469.0,1.0,1.0,0.0,0.0,0.0,1361.4703880190605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1360.0,1.0,1.0,0.0,0.0,0.0,1470.5882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1472.0,1.0,1.0,0.0,0.0,0.0,1358.695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1474.0,2.0,0.0,0.0,0.0,0.0,1356.8521031207597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1356.0,1.0,1.0,0.0,0.0,0.0,1474.9262536873157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1356.0,2.0,0.0,0.0,0.0,0.0,1474.9262536873157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1475.0,1.0,1.0,0.0,0.0,0.0,1355.9322033898306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1354.0,2.0,0.0,0.0,0.0,0.0,1477.1048744460857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1477.0,2.0,0.0,0.0,0.0,0.0,1354.0961408259986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1477.0,2.0,0.0,0.0,0.0,0.0,1354.0961408259986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1478.0,1.0,1.0,0.0,0.0,0.0,1353.1799729364006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1478.0,1.0,1.0,0.0,0.0,0.0,1353.1799729364006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1479.0,1.0,1.0,0.0,0.0,0.0,1352.2650439486138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1479.0,2.0,0.0,0.0,0.0,0.0,1352.2650439486138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1352.0,1.0,1.0,0.0,0.0,0.0,1479.2899408284025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1352.0,2.0,0.0,0.0,0.0,0.0,1479.2899408284025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1351.0,2.0,0.0,0.0,0.0,0.0,1480.3849000740192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1481.0,2.0,0.0,0.0,0.0,0.0,1350.4388926401082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1482.0,1.0,1.0,0.0,0.0,0.0,1349.527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1482.0,1.0,1.0,0.0,0.0,0.0,1349.527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1483.0,2.0,0.0,0.0,0.0,0.0,1348.6176668914363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1483.0,2.0,0.0,0.0,0.0,0.0,1348.6176668914363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1348.0,2.0,0.0,0.0,0.0,0.0,1483.679525222552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1484.0,2.0,0.0,0.0,0.0,0.0,1347.708894878706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1347.0,1.0,1.0,0.0,0.0,0.0,1484.7809948032664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1347.0,2.0,0.0,0.0,0.0,0.0,1484.7809948032664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1346.0,2.0,0.0,0.0,0.0,0.0,1485.8841010401188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1345.0,1.0,1.0,0.0,0.0,0.0,1486.988847583643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1344.0,1.0,1.0,0.0,0.0,0.0,1488.095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1344.0,2.0,0.0,0.0,0.0,0.0,1488.095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1490.0,1.0,1.0,0.0,0.0,0.0,1342.2818791946308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1490.0,2.0,0.0,0.0,0.0,0.0,1342.2818791946308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1342.0,1.0,1.0,0.0,0.0,0.0,1490.3129657228017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1340.0,1.0,1.0,0.0,0.0,0.0,1492.5373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1494.0,1.0,1.0,0.0,0.0,0.0,1338.6880856760374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1494.0,2.0,0.0,0.0,0.0,0.0,1338.6880856760374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1495.0,2.0,0.0,0.0,0.0,0.0,1337.7926421404682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1336.0,1.0,1.0,0.0,0.0,0.0,1497.005988023952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1497.0,1.0,1.0,0.0,0.0,0.0,1336.005344021376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1497.0,2.0,0.0,0.0,0.0,0.0,1336.005344021376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1335.0,2.0,0.0,0.0,0.0,0.0,1498.12734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1335.0,2.0,0.0,0.0,0.0,0.0,1498.12734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1499.0,2.0,0.0,0.0,0.0,0.0,1334.2228152101402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1333.0,2.0,0.0,0.0,0.0,0.0,1500.3750937734433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1501.0,2.0,0.0,0.0,0.0,0.0,1332.4450366422386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1332.0,1.0,1.0,0.0,0.0,0.0,1501.5015015015017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1332.0,1.0,1.0,0.0,0.0,0.0,1501.5015015015017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1332.0,2.0,0.0,0.0,0.0,0.0,1501.5015015015017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1332.0,2.0,0.0,0.0,0.0,0.0,1501.5015015015017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1331.0,1.0,1.0,0.0,0.0,0.0,1502.6296018031555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1330.0,1.0,1.0,0.0,0.0,0.0,1503.7593984962407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1504.0,1.0,1.0,0.0,0.0,0.0,1329.787234042553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1328.0,1.0,1.0,0.0,0.0,0.0,1506.0240963855422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1506.0,2.0,0.0,0.0,0.0,0.0,1328.0212483399737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1327.0,1.0,1.0,0.0,0.0,0.0,1507.1590052750564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1507.0,1.0,1.0,0.0,0.0,0.0,1327.1400132714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1508.0,1.0,1.0,0.0,0.0,0.0,1326.2599469496022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1508.0,1.0,1.0,0.0,0.0,0.0,1326.2599469496022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1509.0,1.0,1.0,0.0,0.0,0.0,1325.3810470510273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1325.0,2.0,0.0,0.0,0.0,0.0,1509.433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1325.0,2.0,0.0,0.0,0.0,0.0,1509.433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1324.0,2.0,0.0,0.0,0.0,0.0,1510.5740181268882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1513.0,2.0,0.0,0.0,0.0,0.0,1321.8770654329148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1320.0,1.0,1.0,0.0,0.0,0.0,1515.1515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1320.0,2.0,0.0,0.0,0.0,0.0,1515.1515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1517.0,1.0,1.0,0.0,0.0,0.0,1318.3915622940017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1517.0,2.0,0.0,0.0,0.0,0.0,1318.3915622940017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1519.0,2.0,0.0,0.0,0.0,0.0,1316.6556945358789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1315.0,2.0,0.0,0.0,0.0,0.0,1520.912547528517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1314.0,1.0,1.0,0.0,0.0,0.0,1522.0700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1314.0,1.0,1.0,0.0,0.0,0.0,1522.0700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1314.0,2.0,0.0,0.0,0.0,0.0,1522.0700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1522.0,1.0,1.0,0.0,0.0,0.0,1314.060446780552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1313.0,1.0,1.0,0.0,0.0,0.0,1523.2292460015233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1523.0,2.0,0.0,0.0,0.0,0.0,1313.197636244255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1524.0,1.0,1.0,0.0,0.0,0.0,1312.3359580052493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1312.0,1.0,1.0,0.0,0.0,0.0,1524.390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1525.0,2.0,0.0,0.0,0.0,0.0,1311.4754098360654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1526.0,1.0,1.0,0.0,0.0,0.0,1310.615989515072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1526.0,2.0,0.0,0.0,0.0,0.0,1310.615989515072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1310.0,1.0,1.0,0.0,0.0,0.0,1526.7175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1310.0,1.0,1.0,0.0,0.0,0.0,1526.7175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1310.0,1.0,1.0,0.0,0.0,0.0,1526.7175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1309.0,2.0,0.0,0.0,0.0,0.0,1527.8838808250573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1528.0,1.0,1.0,0.0,0.0,0.0,1308.9005235602094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1528.0,2.0,0.0,0.0,0.0,0.0,1308.9005235602094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1308.0,1.0,1.0,0.0,0.0,0.0,1529.0519877675845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1306.0,1.0,1.0,0.0,0.0,0.0,1531.3935681470136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1306.0,2.0,0.0,0.0,0.0,0.0,1531.3935681470136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1306.0,2.0,0.0,0.0,0.0,0.0,1531.3935681470136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1305.0,1.0,1.0,0.0,0.0,0.0,1532.5670498084291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1304.0,2.0,0.0,0.0,0.0,0.0,1533.7423312883436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1534.0,2.0,0.0,0.0,0.0,0.0,1303.780964797914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1537.0,1.0,1.0,0.0,0.0,0.0,1301.2361743656477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1538.0,1.0,1.0,0.0,0.0,0.0,1300.3901170351105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1538.0,1.0,1.0,0.0,0.0,0.0,1300.3901170351105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1299.0,1.0,1.0,0.0,0.0,0.0,1539.6458814472671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1299.0,1.0,1.0,0.0,0.0,0.0,1539.6458814472671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1541.0,2.0,0.0,0.0,0.0,0.0,1297.8585334198572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,0
1542.0,1.0,1.0,0.0,0.0,0.0,1297.0168612191958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1296.0,1.0,1.0,0.0,0.0,0.0,1543.2098765432097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1543.0,1.0,1.0,0.0,0.0,0.0,1296.1762799740764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1293.0,1.0,1.0,0.0,0.0,0.0,1546.7904098994586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1548.0,1.0,1.0,0.0,0.0,0.0,1291.989664082687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1291.0,2.0,0.0,0.0,0.0,0.0,1549.1866769945775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1551.0,2.0,0.0,0.0,0.0,0.0,1289.4906511927788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1552.0,2.0,0.0,0.0,0.0,0.0,1288.659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,0
1288.0,1.0,1.0,0.0,0.0,0.0,1552.7950310559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1288.0,1.0,1.0,0.0,0.0,0.0,1552.7950310559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,0
1555.0,2.0,0.0,0.0,0.0,0.0,1286.1736334405143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1555.0,2.0,0.0,0.0,0.0,0.0,1286.1736334405143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1284.0,2.0,0.0,0.0,0.0,0.0,1557.632398753894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
1558.0,1.0,1.0,0.0,0.0,0.0,1283.697047496791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,0
